Event,Model,Epochs,K,Dataset,Test,Metric,Value
trtr,CTGAN,50,0,superstore,random_forest,accuracy,0.9654827413706853
trtr,CTGAN,50,0,superstore,svm,accuracy,0.928464232116058
tstr,CTGAN,50,0,superstore,adaboost,accuracy,0.9319659829914958
tstr,CTGAN,50,0,superstore,random_forest,accuracy,0.9219609804902451
tstr,CTGAN,50,0,superstore,svm,accuracy,0.928464232116058
sdv_eval,CTGAN,50,0,superstore,sdv_eval,quality_score,0.9620081697841081
trtr,CTGAN,50,0,credit_risk,adaboost,accuracy,0.8758729050279329
trtr,CTGAN,50,0,credit_risk,random_forest,accuracy,0.9135824022346368
trtr,CTGAN,50,0,credit_risk,svm,accuracy,0.8847765363128491
tstr,CTGAN,50,0,credit_risk,adaboost,accuracy,0.8461941340782123
tstr,CTGAN,50,0,credit_risk,random_forest,accuracy,0.8194832402234636
tstr,CTGAN,50,0,credit_risk,svm,accuracy,0.8444483240223464
sdv_eval,CTGAN,50,0,credit_risk,sdv_eval,quality_score,0.955416086623266
trtr,CTGAN,50,0,mushrooms,adaboost,accuracy,1.0
trtr,CTGAN,50,0,mushrooms,random_forest,accuracy,1.0
trtr,CTGAN,50,0,mushrooms,svm,accuracy,0.9926153846153846
tstr,CTGAN,50,0,mushrooms,adaboost,accuracy,0.904
tstr,CTGAN,50,0,mushrooms,random_forest,accuracy,0.9132307692307692
tstr,CTGAN,50,0,mushrooms,svm,accuracy,0.8553846153846154
sdv_eval,CTGAN,50,0,mushrooms,sdv_eval,quality_score,0.9652718799042137
trtr,GANBLR,100,0,superstore,adaboost,accuracy,0.9104552276138069
trtr,GANBLR,100,0,superstore,random_forest,accuracy,0.9634817408704353
trtr,GANBLR,100,0,superstore,svm,accuracy,0.928464232116058
tstr,GANBLR,100,0,superstore,adaboost,accuracy,0.9194597298649325
tstr,GANBLR,100,0,superstore,random_forest,accuracy,0.9559779889944973
tstr,GANBLR,100,0,superstore,svm,accuracy,0.928464232116058
sdv_eval,GANBLR,100,0,superstore,sdv_eval,quality_score,0.8819562163013416
trtr,GANBLR,100,0,credit_risk,adaboost,accuracy,0.8758729050279329
trtr,GANBLR,100,0,credit_risk,random_forest,accuracy,0.9168994413407822
trtr,GANBLR,100,0,credit_risk,svm,accuracy,0.8847765363128491
tstr,GANBLR,100,0,credit_risk,adaboost,accuracy,0.8488128491620112
tstr,GANBLR,100,0,credit_risk,random_forest,accuracy,0.803945530726257
tstr,GANBLR,100,0,credit_risk,svm,accuracy,0.8208798882681564
sdv_eval,GANBLR,100,0,credit_risk,sdv_eval,quality_score,0.7588960609027775
